"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL4128415";"";"None";"646.75";"2";"4.40";"10";"C=CC(=O)Nc1cccc(-n2c(=O)n(Cc3ccccc3)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1";"IC50";"'='";"248.0";"nM";"6.61";"";"";"UO_0000065";"10.21";"0.19";"2.21";"5.22";"0";"CHEMBL4390265";"Inhibition of BTK (unknown origin) by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4387758";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";""
"CHEMBL3263640";"";"None";"589.70";"2";"6.09";"20";"Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1";"IC50";"'='";"142.0";"nM";"6.85";"";"";"UO_0000065";"11.61";"0.21";"0.76";"5.47";"0";"CHEMBL3270981";"Inhibition of BTK-mediated CD86 surface expression in human peripheral blood mononuclear cells after 18 hrs by antibody-based FACS analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259754";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";""
"CHEMBL4073491";"";"None";"543.60";"2";"6.91";"3f";"CC(=O)c1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ccnc3[nH]2)cc1";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"13.79";"0.25";"0.58";"8.52";"0";"CHEMBL4000360";"Inhibition of BTK in human Ramos cells assessed as inhibition of anti human IgM-induced calcium influx preincubated for 20 mins in dark followed by anti human IgM induction for 8 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4000147";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";""
"CHEMBL4095573";"";"None";"577.66";"2";"5.81";"3p";"CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ccnc3[nH]2)CC1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"14.23";"0.26";"2.41";"8.70";"0";"CHEMBL4000359";"Inhibition of recombinant human His-tagged full length BTK expressed in baculovirus using biotin labeled peptide substrate after 1 hr by HRTF kinase/TR-FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4000147";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";""
"CHEMBL4110169";"";"None";"537.55";"1";"4.22";"BDBM255306";"Nc1nccn2c([C@@H]3CC[C@H]4COCCN4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12";"IC50";"'='";"0.3";"nM";"9.52";"";"445211";"UO_0000065";"17.72";"0.33";"5.30";"8.60";"0";"CHEMBL3889266";"LANCE (Lanthanide Chelate Excite) TR-FRET (Time-resolved fluorescence resonance energy transfer) Assay: BTK enzymatic activity was determined with the LANCE (Lanthanide Chelate Excite) TR-FRET (Time-resolved fluorescence resonance energy transfer) assay. In this assay, the potency (IC50) of each compound was determined from an eleven point (1:3 serial dilution; final compound concentration range in assay from 1 uM to 0.017 nM) titration curve using the following outlined procedure. To each well of a black non-binding surface Corning 384-well microplate (Corning Catalog #3820), 5 nL of compound (2000 fold dilution in final assay volume of 10 uL) was dispensed, followed by the addition of 7.5 uL of 1x kinase buffer (50 mM Hepes 7.5, 10 mM MgCl2, 0.01% Brij-35, 1 mM EGTA, 0.05% BSA & 1 mM DTT) containing 5.09 pg/uL (66.67 pM) of BTK enzyme (recombinant protein from baculovirus-transfected Sf9 cells: full-length BTK, 6HIS-tag cleaved). Following a 60 minute compound & enzyme incubation, each reaction was initiated by the addition of 2.5 uL 1x kinase buffer containing 8 uM biotinylated 'A5' peptide (Biotin-EQEDEPEGDYFEWLE-NH2) (SEQ ID NO: 1), and 100 uM ATP. The final reaction in each well of 10 uL consists of 100 pM hBTK, 2 uM biotin-A5-peptide, and 25 uM ATP. Phosphorylation reactions were allowed to proceed for 120 minutes. Reactions were immediately quenched by the addition of 20 uL of 1x quench buffer (15 mM EDTA, 25 mM Hepes 7.3, and 0.1% Triton X-100) containing detection reagents (0.626 nM of LANCE-Eu-W1024-anti-phosphoTyrosine antibody, PerkinElmer and 86.8 nM of Streptavidin-conjugated Dylight 650, Dyomics/ThermoFisher Scientific). After 60 minutes incubation with detection reagents, reaction plates were read on a PerkinElmer EnVision plate reader using standard TR-FRET protocol. Briefly, excitation of donor molecules (Eu-chelate:anti-phospho-antibody) with a laser light source at 337 nm produces energy that can be transferred to Dylight-650 acceptor molecules if this donor:acceptor pair is within close proximity. Fluorescence intensity at both 665 nm (acceptor) and 615 nm (donor) are measured and a TR-FRET ratio calculated for each well (acceptor intensity/donor intensity). IC50 values were determined by 4 parameter robust fit of TR-FRET ratio values vs. (Log10) compound concentrations.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887017";"37";"BindingDB Database";"";"2016";"CHEMBL3308860";"";"";""
"CHEMBL3964420";"";"None";"551.53";"1";"3.48";"BDBM255325";"Nc1nccn2c([C@H]3CC[C@H]4CC(O)C(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12";"IC50";"'='";"4.6";"nM";"8.34";"";"445230";"UO_0000065";"15.12";"0.28";"4.86";"6.01";"0";"CHEMBL3889266";"LANCE (Lanthanide Chelate Excite) TR-FRET (Time-resolved fluorescence resonance energy transfer) Assay: BTK enzymatic activity was determined with the LANCE (Lanthanide Chelate Excite) TR-FRET (Time-resolved fluorescence resonance energy transfer) assay. In this assay, the potency (IC50) of each compound was determined from an eleven point (1:3 serial dilution; final compound concentration range in assay from 1 uM to 0.017 nM) titration curve using the following outlined procedure. To each well of a black non-binding surface Corning 384-well microplate (Corning Catalog #3820), 5 nL of compound (2000 fold dilution in final assay volume of 10 uL) was dispensed, followed by the addition of 7.5 uL of 1x kinase buffer (50 mM Hepes 7.5, 10 mM MgCl2, 0.01% Brij-35, 1 mM EGTA, 0.05% BSA & 1 mM DTT) containing 5.09 pg/uL (66.67 pM) of BTK enzyme (recombinant protein from baculovirus-transfected Sf9 cells: full-length BTK, 6HIS-tag cleaved). Following a 60 minute compound & enzyme incubation, each reaction was initiated by the addition of 2.5 uL 1x kinase buffer containing 8 uM biotinylated 'A5' peptide (Biotin-EQEDEPEGDYFEWLE-NH2) (SEQ ID NO: 1), and 100 uM ATP. The final reaction in each well of 10 uL consists of 100 pM hBTK, 2 uM biotin-A5-peptide, and 25 uM ATP. Phosphorylation reactions were allowed to proceed for 120 minutes. Reactions were immediately quenched by the addition of 20 uL of 1x quench buffer (15 mM EDTA, 25 mM Hepes 7.3, and 0.1% Triton X-100) containing detection reagents (0.626 nM of LANCE-Eu-W1024-anti-phosphoTyrosine antibody, PerkinElmer and 86.8 nM of Streptavidin-conjugated Dylight 650, Dyomics/ThermoFisher Scientific). After 60 minutes incubation with detection reagents, reaction plates were read on a PerkinElmer EnVision plate reader using standard TR-FRET protocol. Briefly, excitation of donor molecules (Eu-chelate:anti-phospho-antibody) with a laser light source at 337 nm produces energy that can be transferred to Dylight-650 acceptor molecules if this donor:acceptor pair is within close proximity. Fluorescence intensity at both 665 nm (acceptor) and 615 nm (donor) are measured and a TR-FRET ratio calculated for each well (acceptor intensity/donor intensity). IC50 values were determined by 4 parameter robust fit of TR-FRET ratio values vs. (Log10) compound concentrations.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887017";"37";"BindingDB Database";"";"2016";"CHEMBL3308860";"";"";""
"CHEMBL4108688";"";"None";"551.53";"1";"3.48";"BDBM255326";"Nc1nccn2c([C@@H]3CC[C@@H]4C[C@H](O)C(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12";"IC50";"'='";"7.6";"nM";"8.12";"";"445231";"UO_0000065";"14.72";"0.28";"4.64";"5.85";"0";"CHEMBL3889266";"LANCE (Lanthanide Chelate Excite) TR-FRET (Time-resolved fluorescence resonance energy transfer) Assay: BTK enzymatic activity was determined with the LANCE (Lanthanide Chelate Excite) TR-FRET (Time-resolved fluorescence resonance energy transfer) assay. In this assay, the potency (IC50) of each compound was determined from an eleven point (1:3 serial dilution; final compound concentration range in assay from 1 uM to 0.017 nM) titration curve using the following outlined procedure. To each well of a black non-binding surface Corning 384-well microplate (Corning Catalog #3820), 5 nL of compound (2000 fold dilution in final assay volume of 10 uL) was dispensed, followed by the addition of 7.5 uL of 1x kinase buffer (50 mM Hepes 7.5, 10 mM MgCl2, 0.01% Brij-35, 1 mM EGTA, 0.05% BSA & 1 mM DTT) containing 5.09 pg/uL (66.67 pM) of BTK enzyme (recombinant protein from baculovirus-transfected Sf9 cells: full-length BTK, 6HIS-tag cleaved). Following a 60 minute compound & enzyme incubation, each reaction was initiated by the addition of 2.5 uL 1x kinase buffer containing 8 uM biotinylated 'A5' peptide (Biotin-EQEDEPEGDYFEWLE-NH2) (SEQ ID NO: 1), and 100 uM ATP. The final reaction in each well of 10 uL consists of 100 pM hBTK, 2 uM biotin-A5-peptide, and 25 uM ATP. Phosphorylation reactions were allowed to proceed for 120 minutes. Reactions were immediately quenched by the addition of 20 uL of 1x quench buffer (15 mM EDTA, 25 mM Hepes 7.3, and 0.1% Triton X-100) containing detection reagents (0.626 nM of LANCE-Eu-W1024-anti-phosphoTyrosine antibody, PerkinElmer and 86.8 nM of Streptavidin-conjugated Dylight 650, Dyomics/ThermoFisher Scientific). After 60 minutes incubation with detection reagents, reaction plates were read on a PerkinElmer EnVision plate reader using standard TR-FRET protocol. Briefly, excitation of donor molecules (Eu-chelate:anti-phospho-antibody) with a laser light source at 337 nm produces energy that can be transferred to Dylight-650 acceptor molecules if this donor:acceptor pair is within close proximity. Fluorescence intensity at both 665 nm (acceptor) and 615 nm (donor) are measured and a TR-FRET ratio calculated for each well (acceptor intensity/donor intensity). IC50 values were determined by 4 parameter robust fit of TR-FRET ratio values vs. (Log10) compound concentrations.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3887017";"37";"BindingDB Database";"";"2016";"CHEMBL3308860";"";"";""
"CHEMBL4633295";"";"None";"586.64";"2";"6.61";"44";"C=CC(=O)NCCOc1cc(C(OC2CCOCC2)c2ccccc2)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"12.99";"0.24";"1.01";"7.52";"0";"CHEMBL4603779";"Inhibition of BTK (unknown origin) using TK as substrate incubated for 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602634";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";""
"CHEMBL4074951";"";"None";"555.04";"1";"4.24";"7c";"C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(=O)N(CCOC)CCOC)cc3)ncc2Cl)c1";"IC50";"'='";"2.83";"nM";"8.55";"";"";"UO_0000065";"15.40";"0.30";"4.31";"6.73";"0";"CHEMBL3992978";"Inhibition of N-terminal His-tagged full length human recombinant BTK expressed in baculovirus infected Sf9 insect cells using Poly (4:1 Glu, Tyr) peptide substrate incubated for 60 mins by ADP-Glo luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3992502";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";""
"CHEMBL3977335";"";"None";"375.41";"0";"3.56";"6";"COc1cc(F)cc(-c2nn(C3Cc4ccccc4C3)c3ncnc(N)c23)c1";"IC50";"'='";"1970.0";"nM";"5.71";"";"";"UO_0000065";"15.20";"0.28";"2.15";"7.24";"0";"CHEMBL3865685";"Inhibition of human BTK using KVEKIGEGTYGVVYK as substrate after 20 mins by [gamma-33P]ATP based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3864190";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"";"";""
"CHEMBL3925929";"";"None";"431.48";"0";"3.33";"(-)-33";"Nc1ccc2c(c1)CC(n1nc(-c3cc(F)c4c(c3)NCCO4)c3c(N)ncnc31)CC2";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"17.89";"0.33";"4.39";"6.61";"0";"CHEMBL3865685";"Inhibition of human BTK using KVEKIGEGTYGVVYK as substrate after 20 mins by [gamma-33P]ATP based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3864190";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"";"";""
"CHEMBL3612994";"";"None";"453.57";"1";"6.14";"15c";"C=CC(=O)N1CC=C(c2cnc(N)c3c(-c4ccc(Oc5ccccc5)cc4)csc23)CC1";"IC50";"'='";"183.3";"nM";"6.74";"";"";"UO_0000065";"14.85";"0.28";"0.60";"9.84";"0";"CHEMBL3614375";"Inhibition of BTK (unknown origin) after 1 hr by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611978";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";""
"CHEMBL3809874";"";"None";"456.51";"0";"3.31";"ONO-4059";"C=CC(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1";"IC50";"'='";"23.9";"nM";"7.62";"";"";"UO_0000065";"16.70";"0.31";"4.31";"7.04";"0";"CHEMBL3813053";"Inhibition of BTK (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808322";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL4754834";"";"None";"456.51";"0";"3.51";"8";"C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c32)C1";"IC50";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"19.01";"0.35";"5.17";"7.28";"0";"CHEMBL4730742";"Inhibition of recombinant human His-tagged full length BTK expressed in baculovirus expression system using TK1 as substrate incubated for 60 mins by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725429";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL4764132";"";"None";"468.52";"0";"3.51";"15";"C=CC(=O)N1CC2(CC(n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)n[nH]c(=O)c43)C2)C1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"15.66";"0.29";"3.83";"6.16";"0";"CHEMBL4730742";"Inhibition of recombinant human His-tagged full length BTK expressed in baculovirus expression system using TK1 as substrate incubated for 60 mins by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725429";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL3612077";"";"None";"499.64";"1";"7.36";"15a";"CC(C)(C)OC(=O)N1CC=C(c2cnc(N)c3c(-c4ccc(Oc5ccccc5)cc4)csc23)CC1";"IC50";"'='";"1659.0";"nM";"5.78";"";"";"UO_0000065";"11.57";"0.22";"-1.58";"7.44";"0";"CHEMBL3614375";"Inhibition of BTK (unknown origin) after 1 hr by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611978";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";""
"CHEMBL3612992";"";"None";"455.58";"1";"6.23";"14f";"C=CC(=O)N1CCCC(c2cnc(N)c3c(-c4ccc(Oc5ccccc5)cc4)csc23)C1";"IC50";"'='";"2295.0";"nM";"5.64";"";"";"UO_0000065";"12.38";"0.23";"-0.59";"8.24";"0";"CHEMBL3614375";"Inhibition of BTK (unknown origin) after 1 hr by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611978";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";""
"CHEMBL3605107";"";"None";"455.54";"0";"4.95";"8";"CNC(=O)Cn1cc(-c2cnc(N)c3c(-c4ccc(Oc5ccccc5)cc4)csc23)cn1";"IC50";"'='";"12.8";"nM";"7.89";"";"";"UO_0000065";"17.33";"0.33";"2.94";"8.30";"1";"CHEMBL3614375";"Inhibition of BTK (unknown origin) after 1 hr by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611978";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";""
"CHEMBL3956377";"";"None";"341.77";"0";"4.37";"BDBM195835";"CCC#CC(=O)Nc1cc(-c2cnc3[nH]cc(Cl)c3c2)ccc1F";"IC50";"'='";"739.0";"nM";"6.13";"";"348539";"UO_0000065";"17.94";"0.35";"1.76";"10.61";"0";"CHEMBL3887688";"Biochemical Inhibition Assay: 1H-pyrrolo[2,3-b]pyridine, 1H-pyrazolo[3,4-b]pyridine and 5H-pyrrolo[2,3-b]pyrazine series of compounds exhibited over >100 fold selective against Janus and TEC family of kinases except for the BMX and TXK it had activity of 30 and 45 nM respectively.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886406";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL4859528";"";"None";"510.45";"1";"4.99";"10";"Cn1cc(-c2nc3c(-c4ccc(CNC(=O)c5ccc(OC(F)(F)F)cc5)c(F)c4)ccnc3[nH]2)cn1";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"14.83";"0.28";"2.58";"7.75";"0";"CHEMBL4822448";"Inhibition of BTK (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819115";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL4863505";"";"None";"434.48";"0";"4.25";"20";"CC(C)(C)c1noc(C(=O)NCc2ccc(-c3ccnc4[nH]c(C5CC5)nc34)cc2F)n1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"18.23";"0.34";"3.67";"7.23";"0";"CHEMBL4822448";"Inhibition of BTK (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819115";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL4762013";"";"None";"489.60";"0";"4.66";"B31";"C=CS(=O)(=O)N1CCC(Cn2cc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1";"IC50";"'='";"21700.0";"nM";"4.66";"";"";"UO_0000065";"9.53";"0.18";"0.00";"4.51";"0";"CHEMBL4720158";"Inhibition of BTK (unknown origin) by caliper mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715815";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"INHIBITOR";""
"CHEMBL3665117";"";"None";"608.70";"1";"4.23";"BDBM111588";"Cc1c(-c2cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c(=O)n(C)c2)cccc1N1CNc2cc(C(C)(C)O)ccc2C1=O";"IC50";"'='";"18.0";"nM";"7.75";"";"262413";"UO_0000065";"12.72";"0.24";"3.51";"6.00";"1";"CHEMBL3705524";"Inhibition Assay: The assay is a capture of radioactive 33P phosphorylated product through filtration. The interactions of Btk, biotinylated SH2 peptide substrate (Src homology), and ATP lead to phosphorylation of the peptide substrate. Biotinylated product is bound streptavidin sepharose beads. All bound, radiolabeled products are detected by scintillation counter.Plates assayed are 96-well polypropylene (Greiner) and 96-well 1.2 um hydrophilic PVDF filter plates (Millipore). Concentrations reported here are final assay concentrations: 10-100 uM compounds in DMSO (Burdick and Jackson), 5-10 nM Btk enzyme (His-tagged, full-length), 30 uM peptide substrate (Biotin-Aca-AAAEEIYGEI-NH2), 100 uM ATP (Sigma), 8 mM imidazole (Sigma, pH 7.2), 8 mM glycerol-2-phosphate (Sigma), 200 uM EGTA (Roche Diagnostics), 1 mM MnCl2 (Sigma), 20 mM MgCl2 (Sigma), 0.1 mg/ml BSA (Sigma), 2 mM DTT (Sigma), 1 uCi 33P ATP (Amersham), 20% streptavidin sepharose beads (Amersham), 50 mM EDTA (Gibco).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639153";"37";"BindingDB Database";"";"2014";"None";"";"";""
"CHEMBL3657229";"";"None";"345.41";"0";"4.27";"BDBM134234";"COc1ccc(-c2cnc(Nc3ccccc3C)c3[nH]nc(N)c23)cc1";"IC50";"'='";"260.0";"nM";"6.58";"";"267623";"UO_0000065";"19.06";"0.35";"2.32";"7.41";"0";"CHEMBL3705416";"Enzyme Assay: To V-bottom 384-well plates were added test compounds, human recombinant Btk (1 nM, Invitrogen Corporation), fluoresceinated peptide (1.5 uM), ATP (20 uM), and assay buffer (20 mM HEPES pH 7.4, 10 mM MgCl2, 0.015% Brij35 and 4 mM DTT in 1.6% DMSO), with a final volume of 30 uL. After incubating at room temperature for 60 min, the reaction was terminated by adding 45 ul of 35 mM EDTA to each sample. The reaction mixture was analyzed on the Caliper LABCHIP 3000 (Caliper, Hopkinton, Mass.) by electrophoretic separation of the fluorescent substrate and phosphorylated product. Inhibition data were calculated by comparison to no enzyme control reactions for 100% inhibition and no inhibitor controls for 0% inhibition. Dose response curves were generated to determine the concentration required inhibiting 50% of kinase activity (IC50). Compounds were dissolved at 10 mM in dimethylsulfoxide (DMSO) and evaluated at eleven concentrations.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5251";"Tyrosine-protein kinase BTK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638930";"37";"BindingDB Database";"";"2014";"None";"";"";""
